Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,2023-08-15_256samples_623B.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_629A2A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_630A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_631B.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_632B_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_633A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_638A1.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_642A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_643E.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP10A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP13A_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP15C_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP17D.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP19F2.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP20G1.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP3F2.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP5A.bam_scaffolds.fasta_PROKKA_04102026,2023-08-15_256samples_CP6A.fasta_PROKKA_04102026
pvdA,pvdA,L-ornithine N(5)-monooxygenase,18,18,1.0,1,1092,,,,1338,1338,1338.0,DHHEPMPN_02206,CBBFEIEG_03248,JAGMMPDK_03920,JCGKDLKP_03094,IJJMJDPO_01066,OPLBPFOJ_00148,PAPKKMNH_03637,EEMOKJNN_00803,JPLAHNLF_04012,DHNKKDKB_00428,EONIFOAI_01903,KPCEIPFN_02095,BLLKJOKP_00169,HALBOOGP_01881,POFILHDL_00428,GOKHHJCB_01957,MFFOPBKH_00197,HGPKINJB_02975
glpT,glpT,Glycerol-3-phosphate transporter,18,18,1.0,1,1091,,,,1338,1338,1338.0,DHHEPMPN_02055,CBBFEIEG_01554,JAGMMPDK_00258,JCGKDLKP_00875,IJJMJDPO_00399,OPLBPFOJ_00814,PAPKKMNH_00258,EEMOKJNN_00399,JPLAHNLF_00772,DHNKKDKB_00854,EONIFOAI_00353,KPCEIPFN_01291,BLLKJOKP_00877,HALBOOGP_00260,POFILHDL_00883,GOKHHJCB_01387,MFFOPBKH_00981,HGPKINJB_00260
rhlE_2,rhlE_2,ATP-dependent RNA helicase RhlE,18,18,1.0,1,1090,,,,1338,1338,1338.0,DHHEPMPN_01330,CBBFEIEG_02671,JAGMMPDK_02511,JCGKDLKP_03374,IJJMJDPO_04859,OPLBPFOJ_02073,PAPKKMNH_01679,EEMOKJNN_03418,JPLAHNLF_02823,DHNKKDKB_02788,EONIFOAI_05036,KPCEIPFN_04037,BLLKJOKP_02898,HALBOOGP_03387,POFILHDL_02845,GOKHHJCB_03368,MFFOPBKH_02608,HGPKINJB_02501
gdhA,gdhA,NADP-specific glutamate dehydrogenase,18,18,1.0,1,1089,,,,1338,1338,1338.0,DHHEPMPN_01284,CBBFEIEG_02625,JAGMMPDK_02465,JCGKDLKP_03328,IJJMJDPO_04901,OPLBPFOJ_02115,PAPKKMNH_01725,EEMOKJNN_03460,JPLAHNLF_02777,DHNKKDKB_02745,EONIFOAI_04012,KPCEIPFN_03995,BLLKJOKP_02941,HALBOOGP_03429,POFILHDL_02888,GOKHHJCB_03325,MFFOPBKH_02651,HGPKINJB_02459
glmM,glmM,Phosphoglucosamine mutase,18,18,1.0,1,1088,,,,1338,1338,1338.0,DHHEPMPN_01229,CBBFEIEG_02570,JAGMMPDK_02410,JCGKDLKP_03273,IJJMJDPO_04487,OPLBPFOJ_02155,PAPKKMNH_01781,EEMOKJNN_03500,JPLAHNLF_02722,DHNKKDKB_02689,EONIFOAI_04049,KPCEIPFN_03959,BLLKJOKP_02978,HALBOOGP_03466,POFILHDL_02945,GOKHHJCB_03289,MFFOPBKH_02708,HGPKINJB_02423
surA,surA,Chaperone SurA,18,18,1.0,1,1086,,,,1341,1341,1341.0,DHHEPMPN_04830,CBBFEIEG_05156,JAGMMPDK_00573,JCGKDLKP_05107,IJJMJDPO_00034,OPLBPFOJ_03494,PAPKKMNH_04467,EEMOKJNN_00034,JPLAHNLF_04758,DHNKKDKB_04271,EONIFOAI_00034,KPCEIPFN_03558,BLLKJOKP_01242,HALBOOGP_00580,POFILHDL_01208,GOKHHJCB_01068,MFFOPBKH_00657,HGPKINJB_00579
rimO,rimO,Ribosomal protein S12 methylthiotransferase RimO,18,18,1.0,1,1085,,,,1341,1341,1341.0,DHHEPMPN_04255,CBBFEIEG_04855,JAGMMPDK_04255,JCGKDLKP_04511,IJJMJDPO_03688,OPLBPFOJ_05431,PAPKKMNH_04771,EEMOKJNN_04272,JPLAHNLF_04211,DHNKKDKB_03998,EONIFOAI_03805,KPCEIPFN_04097,BLLKJOKP_03567,HALBOOGP_02440,POFILHDL_02442,GOKHHJCB_02374,MFFOPBKH_04002,HGPKINJB_03909
amtB_1,amtB_1,Ammonia channel,18,18,1.0,1,1084,,,,1341,1341,1341.0,DHHEPMPN_03269,CBBFEIEG_01496,JAGMMPDK_00200,JCGKDLKP_00934,IJJMJDPO_00458,OPLBPFOJ_00755,PAPKKMNH_00200,EEMOKJNN_00458,JPLAHNLF_00714,DHNKKDKB_00913,EONIFOAI_00412,KPCEIPFN_01350,BLLKJOKP_00818,HALBOOGP_00201,POFILHDL_00824,GOKHHJCB_02630,MFFOPBKH_01040,HGPKINJB_00201
group_383,,hypothetical protein,18,18,1.0,1,1083,,,,1341,1341,1341.0,DHHEPMPN_03175,CBBFEIEG_01402,JAGMMPDK_00106,JCGKDLKP_01028,IJJMJDPO_00549,OPLBPFOJ_00664,PAPKKMNH_00106,EEMOKJNN_00549,JPLAHNLF_00620,DHNKKDKB_01006,EONIFOAI_00507,KPCEIPFN_01445,BLLKJOKP_00725,HALBOOGP_00106,POFILHDL_00730,GOKHHJCB_02725,MFFOPBKH_01134,HGPKINJB_00106
mhbT,mhbT,3-hydroxybenzoate transporter MhbT,18,18,1.0,1,1082,,,,1341,1341,1341.0,DHHEPMPN_02751,CBBFEIEG_00463,JAGMMPDK_03441,JCGKDLKP_01575,IJJMJDPO_03797,OPLBPFOJ_03243,PAPKKMNH_05474,EEMOKJNN_01740,JPLAHNLF_04148,DHNKKDKB_03692,EONIFOAI_02894,KPCEIPFN_03603,BLLKJOKP_03956,HALBOOGP_02556,POFILHDL_02557,GOKHHJCB_02257,MFFOPBKH_04118,HGPKINJB_04162
group_382,,hypothetical protein,18,18,1.0,1,1081,,,,1341,1341,1341.0,DHHEPMPN_02334,CBBFEIEG_03119,JAGMMPDK_04153,JCGKDLKP_03223,IJJMJDPO_00938,OPLBPFOJ_00275,PAPKKMNH_03512,EEMOKJNN_00931,JPLAHNLF_03883,DHNKKDKB_00297,EONIFOAI_01775,KPCEIPFN_02222,BLLKJOKP_00295,HALBOOGP_02009,POFILHDL_00297,GOKHHJCB_02084,MFFOPBKH_00327,HGPKINJB_02041
sasA_11,sasA_11,Adaptive-response sensory-kinase SasA,18,18,1.0,1,1078,,,,1344,1344,1344.0,DHHEPMPN_03375,CBBFEIEG_03506,JAGMMPDK_02951,JCGKDLKP_02043,IJJMJDPO_02495,OPLBPFOJ_02446,PAPKKMNH_01516,EEMOKJNN_03193,JPLAHNLF_01487,DHNKKDKB_01645,EONIFOAI_02743,KPCEIPFN_02587,BLLKJOKP_02226,HALBOOGP_02920,POFILHDL_01727,GOKHHJCB_03183,MFFOPBKH_01774,HGPKINJB_01832
hcaB_2,hcaB_2,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,18,18,1.0,1,1077,,,,1344,1344,1344.0,DHHEPMPN_02997,CBBFEIEG_02998,JAGMMPDK_02738,JCGKDLKP_03601,IJJMJDPO_04358,OPLBPFOJ_03816,PAPKKMNH_03971,EEMOKJNN_04383,JPLAHNLF_02977,DHNKKDKB_03815,EONIFOAI_03301,KPCEIPFN_04430,BLLKJOKP_04654,HALBOOGP_04247,POFILHDL_03925,GOKHHJCB_03509,MFFOPBKH_03104,HGPKINJB_04361
nicP_1,nicP_1,Porin-like protein NicP,18,18,1.0,1,1076,,,,1344,1344,1344.0,DHHEPMPN_02024,CBBFEIEG_01585,JAGMMPDK_00289,JCGKDLKP_00844,IJJMJDPO_00368,OPLBPFOJ_00845,PAPKKMNH_00289,EEMOKJNN_00368,JPLAHNLF_00803,DHNKKDKB_00823,EONIFOAI_00322,KPCEIPFN_01260,BLLKJOKP_00908,HALBOOGP_00291,POFILHDL_00914,GOKHHJCB_01356,MFFOPBKH_00950,HGPKINJB_00291
hcnB,hcnB,Hydrogen cyanide synthase subunit HcnB,18,18,1.0,1,1075,,,,1344,1344,1344.0,DHHEPMPN_00981,CBBFEIEG_04960,JAGMMPDK_01949,JCGKDLKP_02769,IJJMJDPO_00734,OPLBPFOJ_00479,PAPKKMNH_03728,EEMOKJNN_01135,JPLAHNLF_01882,DHNKKDKB_00080,EONIFOAI_03408,KPCEIPFN_03151,BLLKJOKP_00544,HALBOOGP_03811,POFILHDL_00080,GOKHHJCB_02496,MFFOPBKH_00544,HGPKINJB_02885
pssA,pssA,CDP-diacylglycerol--serine O-phosphatidyltransferase,18,18,1.0,1,1074,,,,1344,1344,1344.0,DHHEPMPN_00850,CBBFEIEG_01852,JAGMMPDK_01150,JCGKDLKP_01936,IJJMJDPO_01240,OPLBPFOJ_01537,PAPKKMNH_01035,EEMOKJNN_01712,JPLAHNLF_01070,DHNKKDKB_02348,EONIFOAI_00639,KPCEIPFN_01091,BLLKJOKP_01302,HALBOOGP_01132,POFILHDL_02349,GOKHHJCB_00027,MFFOPBKH_02132,HGPKINJB_01645
uacT_1,uacT_1,Uric acid transporter UacT,18,18,1.0,1,1073,,,,1344,1344,1344.0,DHHEPMPN_00447,CBBFEIEG_01116,JAGMMPDK_00673,JCGKDLKP_00448,IJJMJDPO_04194,OPLBPFOJ_04218,PAPKKMNH_00596,EEMOKJNN_04665,JPLAHNLF_00448,DHNKKDKB_01490,EONIFOAI_01318,KPCEIPFN_00330,BLLKJOKP_01889,HALBOOGP_01488,POFILHDL_01585,GOKHHJCB_00874,MFFOPBKH_01334,HGPKINJB_00800
pabB,pabB,Aminodeoxychorismate synthase component 1,18,18,1.0,1,1072,,,,1344,1344,1344.0,DHHEPMPN_00095,CBBFEIEG_00764,JAGMMPDK_01027,JCGKDLKP_00094,IJJMJDPO_02621,OPLBPFOJ_01834,PAPKKMNH_00948,EEMOKJNN_02424,JPLAHNLF_00094,DHNKKDKB_01197,EONIFOAI_01611,KPCEIPFN_00036,BLLKJOKP_02458,HALBOOGP_01194,POFILHDL_01292,GOKHHJCB_00581,MFFOPBKH_01627,HGPKINJB_01093
phoQ,phoQ,Sensor protein PhoQ,18,18,1.0,1,1071,,,,1347,1347,1347.0,DHHEPMPN_05914,CBBFEIEG_05924,JAGMMPDK_05929,JCGKDLKP_05230,IJJMJDPO_05773,OPLBPFOJ_05757,PAPKKMNH_05915,EEMOKJNN_05772,JPLAHNLF_05916,DHNKKDKB_04577,EONIFOAI_04724,KPCEIPFN_04701,BLLKJOKP_04577,HALBOOGP_06235,POFILHDL_04579,GOKHHJCB_04589,MFFOPBKH_03664,HGPKINJB_05020
astB,astB,N-succinylarginine dihydrolase,18,18,1.0,1,1070,,,,1347,1347,1347.0,DHHEPMPN_05111,CBBFEIEG_05290,JAGMMPDK_04967,JCGKDLKP_05195,IJJMJDPO_04932,OPLBPFOJ_04753,PAPKKMNH_04922,EEMOKJNN_05022,JPLAHNLF_04990,DHNKKDKB_04615,EONIFOAI_04779,KPCEIPFN_04756,BLLKJOKP_04542,HALBOOGP_05904,POFILHDL_04541,GOKHHJCB_04644,MFFOPBKH_03627,HGPKINJB_04965
rssB_6,rssB_6,Regulator of RpoS,18,18,1.0,1,1069,,,,1347,1347,1347.0,DHHEPMPN_04336,CBBFEIEG_04936,JAGMMPDK_04174,JCGKDLKP_04592,IJJMJDPO_03770,OPLBPFOJ_04265,PAPKKMNH_04420,EEMOKJNN_04354,JPLAHNLF_04292,DHNKKDKB_03918,EONIFOAI_03725,KPCEIPFN_04177,BLLKJOKP_03486,HALBOOGP_02520,POFILHDL_02521,GOKHHJCB_02294,MFFOPBKH_04082,HGPKINJB_03989
qseC_4,qseC_4,Sensor protein QseC,18,18,1.0,1,1068,,,,1347,1347,1347.0,DHHEPMPN_04209,CBBFEIEG_04214,JAGMMPDK_03597,JCGKDLKP_03821,IJJMJDPO_03426,OPLBPFOJ_04434,PAPKKMNH_02475,EEMOKJNN_04045,JPLAHNLF_03727,DHNKKDKB_03128,EONIFOAI_02529,KPCEIPFN_03907,BLLKJOKP_04403,HALBOOGP_03571,POFILHDL_03651,GOKHHJCB_02982,MFFOPBKH_03284,HGPKINJB_02644
puuA_3,puuA_3,Gamma-glutamylputrescine synthetase PuuA,18,18,1.0,1,1067,,,,1347,1347,1347.0,DHHEPMPN_04153,CBBFEIEG_04270,JAGMMPDK_03653,JCGKDLKP_03765,IJJMJDPO_03355,OPLBPFOJ_04363,PAPKKMNH_02531,EEMOKJNN_03974,JPLAHNLF_03783,DHNKKDKB_03057,EONIFOAI_02470,KPCEIPFN_03848,BLLKJOKP_04345,HALBOOGP_03630,POFILHDL_03580,GOKHHJCB_02923,MFFOPBKH_03355,HGPKINJB_02703
sotB_4,sotB_4,sugar efflux transporter,18,18,1.0,1,1066,,,,1347,1347,1347.0,DHHEPMPN_03729,CBBFEIEG_04050,JAGMMPDK_05127,JCGKDLKP_04266,IJJMJDPO_02977,OPLBPFOJ_03705,PAPKKMNH_03824,EEMOKJNN_04131,JPLAHNLF_04330,DHNKKDKB_05118,EONIFOAI_03862,KPCEIPFN_05484,BLLKJOKP_04067,HALBOOGP_05424,POFILHDL_04150,GOKHHJCB_03713,MFFOPBKH_04760,HGPKINJB_05655
aroH,aroH,Phospho-2-dehydro-3-deoxyheptonate aldolase,18,18,1.0,1,1065,,,,1347,1347,1347.0,DHHEPMPN_03604,CBBFEIEG_04745,JAGMMPDK_03114,JCGKDLKP_03989,IJJMJDPO_03251,OPLBPFOJ_02683,PAPKKMNH_02904,EEMOKJNN_03870,JPLAHNLF_03247,DHNKKDKB_04150,EONIFOAI_04516,KPCEIPFN_04614,BLLKJOKP_02634,HALBOOGP_04704,POFILHDL_03810,GOKHHJCB_04447,MFFOPBKH_03911,HGPKINJB_03466
oprB_2,oprB_2,Porin B,18,18,1.0,1,1064,,,,1347,1347,1347.0,DHHEPMPN_03337,CBBFEIEG_03544,JAGMMPDK_02989,JCGKDLKP_02006,IJJMJDPO_02533,OPLBPFOJ_02409,PAPKKMNH_01554,EEMOKJNN_03231,JPLAHNLF_01450,DHNKKDKB_01608,EONIFOAI_02706,KPCEIPFN_02550,BLLKJOKP_02189,HALBOOGP_02958,POFILHDL_01690,GOKHHJCB_03221,MFFOPBKH_01737,HGPKINJB_01870
adhB_1,adhB_1,Alcohol dehydrogenase (quinone) cytochrome c subunit,18,18,1.0,1,1063,,,,1347,1347,1347.0,DHHEPMPN_02779,CBBFEIEG_00491,JAGMMPDK_03414,JCGKDLKP_03832,IJJMJDPO_03437,OPLBPFOJ_04943,PAPKKMNH_03116,EEMOKJNN_04056,JPLAHNLF_03717,DHNKKDKB_03139,EONIFOAI_02540,KPCEIPFN_05880,BLLKJOKP_05000,HALBOOGP_03560,POFILHDL_03662,GOKHHJCB_02993,MFFOPBKH_03273,HGPKINJB_02633
murD,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase,18,18,1.0,1,1062,,,,1347,1347,1347.0,DHHEPMPN_02546,CBBFEIEG_00325,JAGMMPDK_01813,JCGKDLKP_01437,IJJMJDPO_05278,OPLBPFOJ_03106,PAPKKMNH_03355,EEMOKJNN_01876,JPLAHNLF_02415,DHNKKDKB_03555,EONIFOAI_03030,KPCEIPFN_03740,BLLKJOKP_04182,HALBOOGP_02692,POFILHDL_05081,GOKHHJCB_02120,MFFOPBKH_05288,HGPKINJB_05988
pmbA,pmbA,Metalloprotease PmbA,18,18,1.0,1,1061,,,,1347,1347,1347.0,DHHEPMPN_02477,CBBFEIEG_00256,JAGMMPDK_01744,JCGKDLKP_01368,IJJMJDPO_03964,OPLBPFOJ_03037,PAPKKMNH_03286,EEMOKJNN_01945,JPLAHNLF_02345,DHNKKDKB_03486,EONIFOAI_04437,KPCEIPFN_02309,BLLKJOKP_03647,HALBOOGP_03239,POFILHDL_04262,GOKHHJCB_03869,MFFOPBKH_03535,HGPKINJB_05284
adeP,adeP,Adenine permease AdeP,18,18,1.0,1,1060,,,,1347,1347,1347.0,DHHEPMPN_00456,CBBFEIEG_01125,JAGMMPDK_00664,JCGKDLKP_00457,IJJMJDPO_04203,OPLBPFOJ_04209,PAPKKMNH_00587,EEMOKJNN_04656,JPLAHNLF_00457,DHNKKDKB_01499,EONIFOAI_01309,KPCEIPFN_00339,BLLKJOKP_01898,HALBOOGP_01497,POFILHDL_01594,GOKHHJCB_00883,MFFOPBKH_01325,HGPKINJB_00791
scmP,scmP,N-acetylcysteine deacetylase,18,18,1.0,1,1059,,,,1347,1347,1347.0,DHHEPMPN_00436,CBBFEIEG_01105,JAGMMPDK_00684,JCGKDLKP_00437,IJJMJDPO_04183,OPLBPFOJ_04229,PAPKKMNH_00607,EEMOKJNN_04676,JPLAHNLF_00437,DHNKKDKB_01479,EONIFOAI_01330,KPCEIPFN_00318,BLLKJOKP_01878,HALBOOGP_01476,POFILHDL_01574,GOKHHJCB_00862,MFFOPBKH_01345,HGPKINJB_00812
group_380,rhlE_1,ATP-dependent RNA helicase RhlE,18,18,1.0,1,1058,,,,1347,1347,1347.0,DHHEPMPN_00223,CBBFEIEG_00892,JAGMMPDK_00899,JCGKDLKP_00222,IJJMJDPO_02748,OPLBPFOJ_01707,PAPKKMNH_00820,EEMOKJNN_02297,JPLAHNLF_00222,DHNKKDKB_01325,EONIFOAI_01484,KPCEIPFN_00164,BLLKJOKP_01724,HALBOOGP_01322,POFILHDL_01420,GOKHHJCB_00708,MFFOPBKH_01499,HGPKINJB_00966
dctD_2,dctD_2,C4-dicarboxylate transport transcriptional regulatory protein DctD,18,18,1.0,1,1057,,,,1350,1350,1350.0,DHHEPMPN_04322,CBBFEIEG_04922,JAGMMPDK_04188,JCGKDLKP_04578,IJJMJDPO_03756,OPLBPFOJ_04279,PAPKKMNH_04406,EEMOKJNN_04340,JPLAHNLF_04278,DHNKKDKB_03932,EONIFOAI_03739,KPCEIPFN_04163,BLLKJOKP_03500,HALBOOGP_02506,POFILHDL_02507,GOKHHJCB_02308,MFFOPBKH_04068,HGPKINJB_03975
frc,frc,Formyl-CoA:oxalate CoA-transferase,18,18,1.0,1,1056,,,,1350,1350,1350.0,DHHEPMPN_03376,CBBFEIEG_03505,JAGMMPDK_02950,JCGKDLKP_02044,IJJMJDPO_02494,OPLBPFOJ_02447,PAPKKMNH_01515,EEMOKJNN_03192,JPLAHNLF_01488,DHNKKDKB_01646,EONIFOAI_02744,KPCEIPFN_02588,BLLKJOKP_02227,HALBOOGP_02919,POFILHDL_01728,GOKHHJCB_03182,MFFOPBKH_01775,HGPKINJB_01831
mpl,mpl,UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-26-diaminoheptandioate ligase,18,18,1.0,1,1055,,,,1350,1350,1350.0,DHHEPMPN_01389,CBBFEIEG_02730,JAGMMPDK_02570,JCGKDLKP_03433,IJJMJDPO_03538,OPLBPFOJ_02014,PAPKKMNH_01620,EEMOKJNN_03359,JPLAHNLF_02882,DHNKKDKB_02849,EONIFOAI_05097,KPCEIPFN_05426,BLLKJOKP_03140,HALBOOGP_03326,POFILHDL_02784,GOKHHJCB_05520,MFFOPBKH_02547,HGPKINJB_02562
rcsC_9,rcsC_9,Sensor histidine kinase RcsC,18,18,1.0,1,1054,,,,1350,1350,1350.0,DHHEPMPN_00771,CBBFEIEG_01931,JAGMMPDK_01229,JCGKDLKP_01857,IJJMJDPO_01316,OPLBPFOJ_01461,PAPKKMNH_01114,EEMOKJNN_01636,JPLAHNLF_01149,DHNKKDKB_02424,EONIFOAI_00710,KPCEIPFN_01020,BLLKJOKP_01379,HALBOOGP_01061,POFILHDL_02273,GOKHHJCB_00098,MFFOPBKH_02208,HGPKINJB_01574
rseP,rseP,Regulator of sigma-E protease RseP,18,18,1.0,1,1051,,,,1353,1353,1353.0,DHHEPMPN_03804,CBBFEIEG_04125,JAGMMPDK_04465,JCGKDLKP_04191,IJJMJDPO_02902,OPLBPFOJ_03780,PAPKKMNH_03749,EEMOKJNN_04206,JPLAHNLF_04405,DHNKKDKB_04910,EONIFOAI_03939,KPCEIPFN_05237,BLLKJOKP_05321,HALBOOGP_04107,POFILHDL_04074,GOKHHJCB_03790,MFFOPBKH_04577,HGPKINJB_05538
gntT_1,gntT_1,High-affinity gluconate transporter,18,18,1.0,1,1050,,,,1353,1353,1353.0,DHHEPMPN_03302,CBBFEIEG_03579,JAGMMPDK_03024,JCGKDLKP_01971,IJJMJDPO_05584,OPLBPFOJ_05379,PAPKKMNH_01589,EEMOKJNN_05625,JPLAHNLF_01415,DHNKKDKB_05498,EONIFOAI_06182,KPCEIPFN_06039,BLLKJOKP_05580,HALBOOGP_02992,POFILHDL_05493,GOKHHJCB_06103,MFFOPBKH_05484,HGPKINJB_01905
rlmD,rlmD,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,18,18,1.0,1,1049,,,,1353,1353,1353.0,DHHEPMPN_00244,CBBFEIEG_00913,JAGMMPDK_00878,JCGKDLKP_00243,IJJMJDPO_02768,OPLBPFOJ_01687,PAPKKMNH_00799,EEMOKJNN_02277,JPLAHNLF_00243,DHNKKDKB_01345,EONIFOAI_01464,KPCEIPFN_00184,BLLKJOKP_01744,HALBOOGP_01342,POFILHDL_01440,GOKHHJCB_00728,MFFOPBKH_01479,HGPKINJB_00946
group_375,,hypothetical protein,18,18,1.0,1,1045,,,,1356,1356,1356.0,DHHEPMPN_00951,CBBFEIEG_04990,JAGMMPDK_01919,JCGKDLKP_02739,IJJMJDPO_00704,OPLBPFOJ_00509,PAPKKMNH_03698,EEMOKJNN_01165,JPLAHNLF_01852,DHNKKDKB_00050,EONIFOAI_03378,KPCEIPFN_03181,BLLKJOKP_00574,HALBOOGP_03841,POFILHDL_00050,GOKHHJCB_02526,MFFOPBKH_00574,HGPKINJB_02915
moxC,moxC,Putative monooxygenase MoxC,18,18,1.0,1,1042,,,,1356,1356,1356.0,DHHEPMPN_02830,CBBFEIEG_00542,JAGMMPDK_03363,JCGKDLKP_03883,IJJMJDPO_03482,OPLBPFOJ_04989,PAPKKMNH_03065,EEMOKJNN_04102,JPLAHNLF_03666,DHNKKDKB_03185,EONIFOAI_02585,KPCEIPFN_05925,BLLKJOKP_04954,HALBOOGP_03515,POFILHDL_03708,GOKHHJCB_03038,MFFOPBKH_03227,HGPKINJB_02588
group_372,,hypothetical protein,18,18,1.0,1,1041,,,,1356,1356,1356.0,DHHEPMPN_02442,CBBFEIEG_00221,JAGMMPDK_01709,JCGKDLKP_01333,IJJMJDPO_03999,OPLBPFOJ_03002,PAPKKMNH_03251,EEMOKJNN_01980,JPLAHNLF_02310,DHNKKDKB_04798,EONIFOAI_04472,KPCEIPFN_02344,BLLKJOKP_03682,HALBOOGP_03204,POFILHDL_04227,GOKHHJCB_03904,MFFOPBKH_03500,HGPKINJB_06102
group_371,,putative zinc protease,18,18,1.0,1,1040,,,,1356,1356,1356.0,DHHEPMPN_01945,CBBFEIEG_01664,JAGMMPDK_00368,JCGKDLKP_00765,IJJMJDPO_00289,OPLBPFOJ_00924,PAPKKMNH_00368,EEMOKJNN_00289,JPLAHNLF_00882,DHNKKDKB_00744,EONIFOAI_00245,KPCEIPFN_01183,BLLKJOKP_00986,HALBOOGP_00368,POFILHDL_00993,GOKHHJCB_01279,MFFOPBKH_00871,HGPKINJB_00368
nuoF,nuoF,NADH-quinone oxidoreductase subunit F,18,18,1.0,1,1039,,,,1356,1356,1356.0,DHHEPMPN_01141,CBBFEIEG_03877,JAGMMPDK_02110,JCGKDLKP_02929,IJJMJDPO_00886,OPLBPFOJ_00327,PAPKKMNH_01941,EEMOKJNN_00983,JPLAHNLF_02042,DHNKKDKB_00245,EONIFOAI_01723,KPCEIPFN_04829,BLLKJOKP_00347,HALBOOGP_02061,POFILHDL_00245,GOKHHJCB_04717,MFFOPBKH_00379,HGPKINJB_02094
mepA,mepA,Multidrug export protein MepA,18,18,1.0,1,1038,,,,1356,1356,1356.0,DHHEPMPN_00963,CBBFEIEG_04978,JAGMMPDK_01931,JCGKDLKP_02751,IJJMJDPO_00716,OPLBPFOJ_00497,PAPKKMNH_03710,EEMOKJNN_01153,JPLAHNLF_01864,DHNKKDKB_00062,EONIFOAI_03390,KPCEIPFN_03169,BLLKJOKP_00562,HALBOOGP_03829,POFILHDL_00062,GOKHHJCB_02514,MFFOPBKH_00562,HGPKINJB_02903
bdlA_1,bdlA_1,Biofilm dispersion protein BdlA,18,18,1.0,1,1037,,,,1356,1356,1356.0,DHHEPMPN_00749,CBBFEIEG_01953,JAGMMPDK_01251,JCGKDLKP_01835,IJJMJDPO_01338,OPLBPFOJ_01439,PAPKKMNH_01136,EEMOKJNN_01614,JPLAHNLF_01171,DHNKKDKB_02446,EONIFOAI_00723,KPCEIPFN_01007,BLLKJOKP_01401,HALBOOGP_01048,POFILHDL_02251,GOKHHJCB_00111,MFFOPBKH_02230,HGPKINJB_01561
bdlA_4,bdlA_4,Biofilm dispersion protein BdlA,18,18,1.0,1,1036,,,,1359,1359,1359.0,DHHEPMPN_05077,CBBFEIEG_05256,JAGMMPDK_05001,JCGKDLKP_05161,IJJMJDPO_04966,OPLBPFOJ_04787,PAPKKMNH_04888,EEMOKJNN_04988,JPLAHNLF_05024,DHNKKDKB_04651,EONIFOAI_04811,KPCEIPFN_04788,BLLKJOKP_04511,HALBOOGP_04145,POFILHDL_04505,GOKHHJCB_04676,MFFOPBKH_03591,HGPKINJB_04933
puuA_5,puuA_5,Gamma-glutamylputrescine synthetase PuuA,18,18,1.0,1,1035,,,,1359,1359,1359.0,DHHEPMPN_04967,CBBFEIEG_05216,JAGMMPDK_05306,JCGKDLKP_05261,IJJMJDPO_05031,OPLBPFOJ_05026,PAPKKMNH_04527,EEMOKJNN_04859,JPLAHNLF_05265,DHNKKDKB_04048,EONIFOAI_05567,KPCEIPFN_05537,BLLKJOKP_04236,HALBOOGP_05175,POFILHDL_02392,GOKHHJCB_05570,MFFOPBKH_04939,HGPKINJB_05329
hrcN,hrcN,Type III secretion ATP synthase HrcN,18,18,1.0,1,1034,,,,1359,1359,1359.0,DHHEPMPN_04561,CBBFEIEG_00044,JAGMMPDK_01532,JCGKDLKP_01156,IJJMJDPO_04095,OPLBPFOJ_03973,PAPKKMNH_03925,EEMOKJNN_02110,JPLAHNLF_02133,DHNKKDKB_05036,EONIFOAI_04307,KPCEIPFN_02474,BLLKJOKP_04424,HALBOOGP_03076,POFILHDL_04851,GOKHHJCB_04170,MFFOPBKH_04716,HGPKINJB_03682
