Isolate	subject_id	query_id	perc_identity	align_len	mismatches	gap_opens	q_start	q_end	s_start	s_end	evalue	bit_score	Hit	FullTaxonomy	Pond	mean	sd	se	Inhibition_Flag
CP6A	NC_074659.1	NODE_3_length_561591_cov_22.304945||1_partial	86.686	1735	225	5	27849	29580	33136	34867	0	1919	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	49.53530633	3.401620362	1.963926432	Weakly Inhibitory
CP6A	NC_074659.1	NODE_3_length_561591_cov_22.304945||1_partial	89.706	68	5	2	2569	2635	3289	3355	5.90E-13	86.1	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	49.53530633	3.401620362	1.963926432	Weakly Inhibitory
CP6A	NC_074659.1	NODE_3_length_561591_cov_22.304945||1_partial	100	38	0	0	13612	13649	16439	16476	1.65E-08	71.3	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	49.53530633	3.401620362	1.963926432	Weakly Inhibitory
CP6A	NC_074659.1	NODE_3_length_561591_cov_22.304945||1_partial	88.298	4871	562	7	22949	27815	27747	32613	0	5830	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	49.53530633	3.401620362	1.963926432	Weakly Inhibitory
CP6A	NC_074659.1	NODE_3_length_561591_cov_22.304945||1_partial	87.679	560	63	6	7095	7651	6017	6573	0	647	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	49.53530633	3.401620362	1.963926432	Weakly Inhibitory
CP6A	NC_074659.1	NODE_3_length_561591_cov_22.304945||1_partial	83.707	1025	153	10	31051	32068	36117	37134	0	955	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	49.53530633	3.401620362	1.963926432	Weakly Inhibitory
CP6A	NC_074659.1	NODE_3_length_561591_cov_22.304945||1_partial	88.43	847	98	0	29923	30769	35212	36058	0	1022	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	49.53530633	3.401620362	1.963926432	Weakly Inhibitory
CP6A	NC_074659.1	NODE_3_length_561591_cov_22.304945||1_partial	93.519	108	5	2	11237	11343	12966	13072	3.43E-35	159	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Conness Pond	49.53530633	3.401620362	1.963926432	Weakly Inhibitory
629A2A	NC_074659.1	NODE_33_length_28167_cov_26.119046||full	89.247	93	6	3	25339	25428	13076	12985	8.82E-22	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_33_length_28167_cov_26.119046||full	87.454	4113	478	32	16464	20555	22659	18564	0	4702	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_33_length_28167_cov_26.119046||full	93.617	141	9	0	4004	4144	37134	36994	3.04E-51	211	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_33_length_28167_cov_26.119046||full	89.815	108	5	4	23221	23322	16477	16370	6.77E-28	134	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_33_length_28167_cov_26.119046||full	95.775	71	2	1	24970	25039	13444	13374	8.82E-22	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_33_length_28167_cov_26.119046||full	100	34	0	0	25850	25883	12029	11996	9.01E-07	63.9	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_33_length_28167_cov_26.119046||full	83.946	299	38	10	13352	13645	26611	26318	2.96E-71	278	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_33_length_28167_cov_26.119046||full	92.694	917	66	1	4597	5513	36481	35566	0	1321	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_33_length_28167_cov_26.119046||full	74.643	1120	255	24	7576	8681	32617	31513	1.63E-128	468	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_33_length_28167_cov_26.119046||full	78.893	488	103	0	21120	21607	17991	17504	2.24E-87	331	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_33_length_28167_cov_26.119046||full	88.296	487	57	0	3515	4001	37817	37331	1.56E-163	584	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
629A2A	NC_074659.1	NODE_33_length_28167_cov_26.119046||full	88.684	433	45	4	15382	15812	24355	23925	9.56E-146	525	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
631B	NC_074659.1	NODE_34_length_28167_cov_25.116661||full	92.694	917	66	1	4597	5513	36481	35566	0	1321	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_34_length_28167_cov_25.116661||full	88.296	487	57	0	3515	4001	37817	37331	1.56E-163	584	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_34_length_28167_cov_25.116661||full	87.454	4113	478	32	16464	20555	22659	18564	0	4702	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_34_length_28167_cov_25.116661||full	100	34	0	0	25850	25883	12029	11996	9.01E-07	63.9	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_34_length_28167_cov_25.116661||full	89.815	108	5	4	23221	23322	16477	16370	6.77E-28	134	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_34_length_28167_cov_25.116661||full	88.684	433	45	4	15382	15812	24355	23925	9.56E-146	525	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_34_length_28167_cov_25.116661||full	74.643	1120	255	24	7576	8681	32617	31513	1.63E-128	468	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_34_length_28167_cov_25.116661||full	95.775	71	2	1	24970	25039	13444	13374	8.82E-22	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_34_length_28167_cov_25.116661||full	93.617	141	9	0	4004	4144	37134	36994	3.04E-51	211	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_34_length_28167_cov_25.116661||full	89.247	93	6	3	25339	25428	13076	12985	8.82E-22	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_34_length_28167_cov_25.116661||full	78.893	488	103	0	21120	21607	17991	17504	2.24E-87	331	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_34_length_28167_cov_25.116661||full	83.946	299	38	10	13352	13645	26611	26318	2.96E-71	278	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
631B	NC_074659.1	NODE_4_length_426660_cov_23.493953||0_partial	81.925	3242	554	30	4428	7653	47895	51120	0	2712	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	44.9966996	2.756638491	1.591545975	Weakly Inhibitory
629A2A	NC_074659.1	NODE_4_length_426960_cov_24.604627||0_partial	81.925	3242	554	30	14416	17641	51120	47895	0	2712	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	91.95590278	2.474888217	1.428877378	Strongly Inhibitory
630A	NC_074659.1	NODE_41_length_28167_cov_22.287754||full	88.296	487	57	0	3515	4001	37817	37331	1.56E-163	584	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
630A	NC_074659.1	NODE_41_length_28167_cov_22.287754||full	83.946	299	38	10	13352	13645	26611	26318	2.96E-71	278	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
630A	NC_074659.1	NODE_41_length_28167_cov_22.287754||full	78.893	488	103	0	21120	21607	17991	17504	2.24E-87	331	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
630A	NC_074659.1	NODE_41_length_28167_cov_22.287754||full	92.694	917	66	1	4597	5513	36481	35566	0	1321	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
630A	NC_074659.1	NODE_41_length_28167_cov_22.287754||full	74.643	1120	255	24	7576	8681	32617	31513	1.63E-128	468	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
630A	NC_074659.1	NODE_41_length_28167_cov_22.287754||full	87.454	4113	478	32	16464	20555	22659	18564	0	4702	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
630A	NC_074659.1	NODE_41_length_28167_cov_22.287754||full	93.617	141	9	0	4004	4144	37134	36994	3.04E-51	211	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
630A	NC_074659.1	NODE_41_length_28167_cov_22.287754||full	88.684	433	45	4	15382	15812	24355	23925	9.56E-146	525	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
630A	NC_074659.1	NODE_41_length_28167_cov_22.287754||full	89.815	108	5	4	23221	23322	16477	16370	6.77E-28	134	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
630A	NC_074659.1	NODE_41_length_28167_cov_22.287754||full	100	34	0	0	25850	25883	12029	11996	9.01E-07	63.9	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
630A	NC_074659.1	NODE_41_length_28167_cov_22.287754||full	95.775	71	2	1	24970	25039	13444	13374	8.82E-22	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
630A	NC_074659.1	NODE_41_length_28167_cov_22.287754||full	89.247	93	6	3	25339	25428	13076	12985	8.82E-22	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	50.30688748	3.150323232	1.286114074	Strongly Inhibitory
623B	NC_074659.1	NODE_41_length_28167_cov_28.033927||full	95.775	71	2	1	24970	25039	13444	13374	8.82E-22	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
623B	NC_074659.1	NODE_41_length_28167_cov_28.033927||full	100	34	0	0	25850	25883	12029	11996	9.01E-07	63.9	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
623B	NC_074659.1	NODE_41_length_28167_cov_28.033927||full	87.454	4113	478	32	16464	20555	22659	18564	0	4702	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
623B	NC_074659.1	NODE_41_length_28167_cov_28.033927||full	89.815	108	5	4	23221	23322	16477	16370	6.77E-28	134	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
623B	NC_074659.1	NODE_41_length_28167_cov_28.033927||full	74.643	1120	255	24	7576	8681	32617	31513	1.63E-128	468	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
623B	NC_074659.1	NODE_41_length_28167_cov_28.033927||full	88.296	487	57	0	3515	4001	37817	37331	1.56E-163	584	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
623B	NC_074659.1	NODE_41_length_28167_cov_28.033927||full	88.684	433	45	4	15382	15812	24355	23925	9.56E-146	525	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
623B	NC_074659.1	NODE_41_length_28167_cov_28.033927||full	78.893	488	103	0	21120	21607	17991	17504	2.24E-87	331	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
623B	NC_074659.1	NODE_41_length_28167_cov_28.033927||full	93.617	141	9	0	4004	4144	37134	36994	3.04E-51	211	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
623B	NC_074659.1	NODE_41_length_28167_cov_28.033927||full	92.694	917	66	1	4597	5513	36481	35566	0	1321	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
623B	NC_074659.1	NODE_41_length_28167_cov_28.033927||full	89.247	93	6	3	25339	25428	13076	12985	8.82E-22	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
623B	NC_074659.1	NODE_41_length_28167_cov_28.033927||full	83.946	299	38	10	13352	13645	26611	26318	2.96E-71	278	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	94.71192104	3.310633575	1.911395186	Strongly Inhibitory
643E	NC_074659.1	NODE_42_length_28167_cov_25.544785||full	92.694	917	66	1	22651	23567	35566	36481	0	1321	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
643E	NC_074659.1	NODE_42_length_28167_cov_25.544785||full	87.454	4113	478	32	7609	11700	18564	22659	0	4702	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
643E	NC_074659.1	NODE_42_length_28167_cov_25.544785||full	88.296	487	57	0	24163	24649	37331	37817	1.56E-163	584	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
643E	NC_074659.1	NODE_42_length_28167_cov_25.544785||full	74.643	1120	255	24	19483	20588	31513	32617	1.63E-128	468	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
643E	NC_074659.1	NODE_42_length_28167_cov_25.544785||full	88.684	433	45	4	12352	12782	23925	24355	9.56E-146	525	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
643E	NC_074659.1	NODE_42_length_28167_cov_25.544785||full	89.815	108	5	4	4842	4943	16370	16477	6.77E-28	134	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
643E	NC_074659.1	NODE_42_length_28167_cov_25.544785||full	78.893	488	103	0	6557	7044	17504	17991	2.24E-87	331	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
643E	NC_074659.1	NODE_42_length_28167_cov_25.544785||full	83.946	299	38	10	14519	14812	26318	26611	2.96E-71	278	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
643E	NC_074659.1	NODE_42_length_28167_cov_25.544785||full	89.247	93	6	3	2736	2825	12985	13076	8.82E-22	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
643E	NC_074659.1	NODE_42_length_28167_cov_25.544785||full	95.775	71	2	1	3125	3194	13374	13444	8.82E-22	113	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
643E	NC_074659.1	NODE_42_length_28167_cov_25.544785||full	93.617	141	9	0	24020	24160	36994	37134	3.04E-51	211	Pseudomonas phage phiAH14a, complete genome	Viruses; Duplodnaviria; Heunggongvirae; Uroviricota;Caudoviricetes; Caudoviricetes incertae sedis; Miecznikowavirus;Miecznikowavirus AH14a.	Sixty Lake	93.45832143	1.523062762	0.879340696	Strongly Inhibitory
