qseqid	sseqid	uniprot_acc	stitle	pident	length	evalue	bitscore	go_id	go_name	go_aspect
putP_1	sp|P07117.1|	P07117	RecName: Full=Sodium/proline symporter; AltName: Full=Proline carrier; AltName: Full=Proline permease; AltName: Full=Propionate transporter [Escherichia coli K-12]	75.813	492	0	705	GO:0015824	P:proline transport	IDA:EcoCyc
putP_1	sp|P07117.1|	P07117	RecName: Full=Sodium/proline symporter; AltName: Full=Proline carrier; AltName: Full=Proline permease; AltName: Full=Propionate transporter [Escherichia coli K-12]	75.813	492	0	705	GO:0015912	P:short-chain fatty acid transport	IMP:EcoCyc
putP_1	sp|P07117.1|	P07117	RecName: Full=Sodium/proline symporter; AltName: Full=Proline carrier; AltName: Full=Proline permease; AltName: Full=Propionate transporter [Escherichia coli K-12]	75.813	492	0	705	GO:0055085	P:transmembrane transport	IBA:GO_Central
puuA_1	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	43.371	445	1.35e-128	384	GO:0005524	F:ATP binding	IEA:UniProtKB-KW
puuA_1	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	43.371	445	1.35e-128	384	GO:0034024	F:glutamate-putrescine ligase activity	IDA:EcoCyc
puuA_1	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	43.371	445	1.35e-128	384	GO:0004356	F:glutamine synthetase activity	IEA:InterPro
puuA_1	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	43.371	445	1.35e-128	384	GO:0006542	P:glutamine biosynthetic process	IBA:GO_Central
puuA_1	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	43.371	445	1.35e-128	384	GO:0006598	P:polyamine catabolic process	IBA:GO_Central
puuA_1	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	43.371	445	1.35e-128	384	GO:0009447	P:putrescine catabolic process	IMP:EcoCyc
puuA_2	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	36.961	441	5.0700000000000004e-77	251	GO:0005524	F:ATP binding	IEA:UniProtKB-KW
puuA_2	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	36.961	441	5.0700000000000004e-77	251	GO:0034024	F:glutamate-putrescine ligase activity	IDA:EcoCyc
puuA_2	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	36.961	441	5.0700000000000004e-77	251	GO:0004356	F:glutamine synthetase activity	IEA:InterPro
puuA_2	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	36.961	441	5.0700000000000004e-77	251	GO:0006542	P:glutamine biosynthetic process	IBA:GO_Central
puuA_2	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	36.961	441	5.0700000000000004e-77	251	GO:0006598	P:polyamine catabolic process	IBA:GO_Central
puuA_2	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	36.961	441	5.0700000000000004e-77	251	GO:0009447	P:putrescine catabolic process	IMP:EcoCyc
puuA_3	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	37.527	461	2.71e-83	267	GO:0005524	F:ATP binding	IEA:UniProtKB-KW
puuA_3	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	37.527	461	2.71e-83	267	GO:0034024	F:glutamate-putrescine ligase activity	IDA:EcoCyc
puuA_3	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	37.527	461	2.71e-83	267	GO:0004356	F:glutamine synthetase activity	IEA:InterPro
puuA_3	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	37.527	461	2.71e-83	267	GO:0006542	P:glutamine biosynthetic process	IBA:GO_Central
puuA_3	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	37.527	461	2.71e-83	267	GO:0006598	P:polyamine catabolic process	IBA:GO_Central
puuA_3	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	37.527	461	2.71e-83	267	GO:0009447	P:putrescine catabolic process	IMP:EcoCyc
puuA_4	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	37.802	455	2.42e-89	282	GO:0005524	F:ATP binding	IEA:UniProtKB-KW
puuA_4	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	37.802	455	2.42e-89	282	GO:0034024	F:glutamate-putrescine ligase activity	IDA:EcoCyc
puuA_4	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	37.802	455	2.42e-89	282	GO:0004356	F:glutamine synthetase activity	IEA:InterPro
puuA_4	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	37.802	455	2.42e-89	282	GO:0006542	P:glutamine biosynthetic process	IBA:GO_Central
puuA_4	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	37.802	455	2.42e-89	282	GO:0006598	P:polyamine catabolic process	IBA:GO_Central
puuA_4	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	37.802	455	2.42e-89	282	GO:0009447	P:putrescine catabolic process	IMP:EcoCyc
puuA_5	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	34.812	451	1.45e-75	247	GO:0005524	F:ATP binding	IEA:UniProtKB-KW
puuA_5	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	34.812	451	1.45e-75	247	GO:0034024	F:glutamate-putrescine ligase activity	IDA:EcoCyc
puuA_5	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	34.812	451	1.45e-75	247	GO:0004356	F:glutamine synthetase activity	IEA:InterPro
puuA_5	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	34.812	451	1.45e-75	247	GO:0006542	P:glutamine biosynthetic process	IBA:GO_Central
puuA_5	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	34.812	451	1.45e-75	247	GO:0006598	P:polyamine catabolic process	IBA:GO_Central
puuA_5	sp|P78061.2|	P78061	RecName: Full=Gamma-glutamylputrescine synthetase PuuA; Short=Gamma-Glu-Put synthetase; AltName: Full=Glutamate--putrescine ligase [Escherichia coli K-12]	34.812	451	1.45e-75	247	GO:0009447	P:putrescine catabolic process	IMP:EcoCyc
puuB_1	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	44.917	423	4.92e-103	315	GO:0005737	C:cytoplasm	IBA:GO_Central
puuB_1	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	44.917	423	4.92e-103	315	GO:0016491	F:oxidoreductase activity	IMP:UniProtKB
puuB_1	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	44.917	423	4.92e-103	315	GO:0009447	P:putrescine catabolic process	IMP:UniProtKB
puuB_2	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	30.809	383	7.3e-39	148	GO:0005737	C:cytoplasm	IBA:GO_Central
puuB_2	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	30.809	383	7.3e-39	148	GO:0016491	F:oxidoreductase activity	IMP:UniProtKB
puuB_2	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	30.809	383	7.3e-39	148	GO:0009447	P:putrescine catabolic process	IMP:UniProtKB
puuB_3	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	34.286	420	4.66e-78	251	GO:0005737	C:cytoplasm	IBA:GO_Central
puuB_3	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	34.286	420	4.66e-78	251	GO:0016491	F:oxidoreductase activity	IMP:UniProtKB
puuB_3	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	34.286	420	4.66e-78	251	GO:0009447	P:putrescine catabolic process	IMP:UniProtKB
puuB_4	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	39.486	428	7.84e-105	320	GO:0005737	C:cytoplasm	IBA:GO_Central
puuB_4	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	39.486	428	7.84e-105	320	GO:0016491	F:oxidoreductase activity	IMP:UniProtKB
puuB_4	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	39.486	428	7.84e-105	320	GO:0009447	P:putrescine catabolic process	IMP:UniProtKB
puuB_7	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	41.176	425	1.82e-113	342	GO:0005737	C:cytoplasm	IBA:GO_Central
puuB_7	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	41.176	425	1.82e-113	342	GO:0016491	F:oxidoreductase activity	IMP:UniProtKB
puuB_7	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	41.176	425	1.82e-113	342	GO:0009447	P:putrescine catabolic process	IMP:UniProtKB
puuB_8	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	66.509	424	0	587	GO:0005737	C:cytoplasm	IBA:GO_Central
puuB_8	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	66.509	424	0	587	GO:0016491	F:oxidoreductase activity	IMP:UniProtKB
puuB_8	sp|P37906.2|	P37906	RecName: Full=Gamma-glutamylputrescine oxidoreductase; Short=Gamma-Glu-Put oxidase; Short=Gamma-glutamylputrescine oxidase [Escherichia coli K-12]	66.509	424	0	587	GO:0009447	P:putrescine catabolic process	IMP:UniProtKB
puuC	sp|P23883.2|	P23883	RecName: Full=NADP/NAD-dependent aldehyde dehydrogenase PuuC; Short=ALDH; AltName: Full=3-hydroxypropionaldehyde dehydrogenase; AltName: Full=Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase; Short=Gamma-Glu-gamma-aminobutyraldehyde dehydrogenase [Escherichia coli K-12]	57.637	491	0	548	GO:0004029	F:aldehyde dehydrogenase (NAD+) activity	IEA:RHEA
puuC	sp|P23883.2|	P23883	RecName: Full=NADP/NAD-dependent aldehyde dehydrogenase PuuC; Short=ALDH; AltName: Full=3-hydroxypropionaldehyde dehydrogenase; AltName: Full=Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase; Short=Gamma-Glu-gamma-aminobutyraldehyde dehydrogenase [Escherichia coli K-12]	57.637	491	0	548	GO:0033721	F:aldehyde dehydrogenase (NADP+) activity	IEA:RHEA
puuC	sp|P23883.2|	P23883	RecName: Full=NADP/NAD-dependent aldehyde dehydrogenase PuuC; Short=ALDH; AltName: Full=3-hydroxypropionaldehyde dehydrogenase; AltName: Full=Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase; Short=Gamma-Glu-gamma-aminobutyraldehyde dehydrogenase [Escherichia coli K-12]	57.637	491	0	548	GO:0004030	F:aldehyde dehydrogenase [NAD(P)+] activity	IDA:UniProtKB
puuC	sp|P23883.2|	P23883	RecName: Full=NADP/NAD-dependent aldehyde dehydrogenase PuuC; Short=ALDH; AltName: Full=3-hydroxypropionaldehyde dehydrogenase; AltName: Full=Gamma-glutamyl-gamma-aminobutyraldehyde dehydrogenase; Short=Gamma-Glu-gamma-aminobutyraldehyde dehydrogenase [Escherichia coli K-12]	57.637	491	0	548	GO:0009447	P:putrescine catabolic process	IMP:EcoCyc
puuD	sp|Q8X7G2.2|	Q8X7G2	RecName: Full=Gamma-glutamyl-gamma-aminobutyrate hydrolase; Short=Gamma-Glu-GABA hydrolase [Escherichia coli O157:H7]	43.21	243	5.3800000000000006e-58	188	GO:0005829	C:cytosol	IEA:TreeGrafter
puuD	sp|Q8X7G2.2|	Q8X7G2	RecName: Full=Gamma-glutamyl-gamma-aminobutyrate hydrolase; Short=Gamma-Glu-GABA hydrolase [Escherichia coli O157:H7]	43.21	243	5.3800000000000006e-58	188	GO:0033969	F:gamma-glutamyl-gamma-aminobutyrate hydrolase activity	IEA:UniProtKB-EC
puuD	sp|Q8X7G2.2|	Q8X7G2	RecName: Full=Gamma-glutamyl-gamma-aminobutyrate hydrolase; Short=Gamma-Glu-GABA hydrolase [Escherichia coli O157:H7]	43.21	243	5.3800000000000006e-58	188	GO:0009447	P:putrescine catabolic process	IEA:UniProtKB-UniPathway
puuP	sp|P76037.2|	P76037	RecName: Full=Putrescine importer PuuP [Escherichia coli K-12]	44.165	437	3.8599999999999994e-116	350	GO:0005886	C:plasma membrane	IDA:EcoCyc
puuP	sp|P76037.2|	P76037	RecName: Full=Putrescine importer PuuP [Escherichia coli K-12]	44.165	437	3.8599999999999994e-116	350	GO:0015489	F:putrescine transmembrane transporter activity	EXP:EcoCyc
puuP	sp|P76037.2|	P76037	RecName: Full=Putrescine importer PuuP [Escherichia coli K-12]	44.165	437	3.8599999999999994e-116	350	GO:0015295	F:solute:proton symporter activity	IDA:EcoCyc
puuP	sp|P76037.2|	P76037	RecName: Full=Putrescine importer PuuP [Escherichia coli K-12]	44.165	437	3.8599999999999994e-116	350	GO:0022857	F:transmembrane transporter activity	IBA:GO_Central
puuP	sp|P76037.2|	P76037	RecName: Full=Putrescine importer PuuP [Escherichia coli K-12]	44.165	437	3.8599999999999994e-116	350	GO:0006865	P:amino acid transport	IEA:UniProtKB-KW
puuP	sp|P76037.2|	P76037	RecName: Full=Putrescine importer PuuP [Escherichia coli K-12]	44.165	437	3.8599999999999994e-116	350	GO:0006974	P:DNA damage response	IEP:EcoliWiki
puuP	sp|P76037.2|	P76037	RecName: Full=Putrescine importer PuuP [Escherichia coli K-12]	44.165	437	3.8599999999999994e-116	350	GO:0009447	P:putrescine catabolic process	IMP:EcoCyc
puuP	sp|P76037.2|	P76037	RecName: Full=Putrescine importer PuuP [Escherichia coli K-12]	44.165	437	3.8599999999999994e-116	350	GO:0015847	P:putrescine transport	IMP:EcoCyc
puuR	sp|P0A9U6.1|	P0A9U6	RecName: Full=HTH-type transcriptional regulator PuuR [Escherichia coli K-12]	42.458	179	1.28e-34	123	GO:0003677	F:DNA binding	IDA:EcoCyc
puuR	sp|P0A9U6.1|	P0A9U6	RecName: Full=HTH-type transcriptional regulator PuuR [Escherichia coli K-12]	42.458	179	1.28e-34	123	GO:0003700	F:DNA-binding transcription factor activity	IBA:GO_Central
puuR	sp|P0A9U6.1|	P0A9U6	RecName: Full=HTH-type transcriptional regulator PuuR [Escherichia coli K-12]	42.458	179	1.28e-34	123	GO:0006351	P:DNA-templated transcription	IDA:EcoCyc
puuR	sp|P0A9U6.1|	P0A9U6	RecName: Full=HTH-type transcriptional regulator PuuR [Escherichia coli K-12]	42.458	179	1.28e-34	123	GO:0009447	P:putrescine catabolic process	IEA:UniProtKB-UniPathway
puuR	sp|P0A9U6.1|	P0A9U6	RecName: Full=HTH-type transcriptional regulator PuuR [Escherichia coli K-12]	42.458	179	1.28e-34	123	GO:0006355	P:regulation of DNA-templated transcription	IBA:GO_Central
pvdA	sp|Q51548.2|	Q51548	RecName: Full=L-ornithine N(5)-monooxygenase; AltName: Full=L-ornithine N(5)-hydroxylase; Short=Ornithine hydroxylase; AltName: Full=L-ornithine N(5)-oxygenase; AltName: Full=Pyoverdin biosynthesis protein A [Pseudomonas aeruginosa PAO1]	73.589	443	0	687	GO:0005737	C:cytoplasm	IDA:PseudoCAP
pvdA	sp|Q51548.2|	Q51548	RecName: Full=L-ornithine N(5)-monooxygenase; AltName: Full=L-ornithine N(5)-hydroxylase; Short=Ornithine hydroxylase; AltName: Full=L-ornithine N(5)-oxygenase; AltName: Full=Pyoverdin biosynthesis protein A [Pseudomonas aeruginosa PAO1]	73.589	443	0	687	GO:0005886	C:plasma membrane	IEA:UniProtKB-SubCell
pvdA	sp|Q51548.2|	Q51548	RecName: Full=L-ornithine N(5)-monooxygenase; AltName: Full=L-ornithine N(5)-hydroxylase; Short=Ornithine hydroxylase; AltName: Full=L-ornithine N(5)-oxygenase; AltName: Full=Pyoverdin biosynthesis protein A [Pseudomonas aeruginosa PAO1]	73.589	443	0	687	GO:0031172	F:ornithine N5-monooxygenase activity	IEA:RHEA
pvdA	sp|Q51548.2|	Q51548	RecName: Full=L-ornithine N(5)-monooxygenase; AltName: Full=L-ornithine N(5)-hydroxylase; Short=Ornithine hydroxylase; AltName: Full=L-ornithine N(5)-oxygenase; AltName: Full=Pyoverdin biosynthesis protein A [Pseudomonas aeruginosa PAO1]	73.589	443	0	687	GO:0006879	P:intracellular iron ion homeostasis	IBA:GO_Central
pvdA	sp|Q51548.2|	Q51548	RecName: Full=L-ornithine N(5)-monooxygenase; AltName: Full=L-ornithine N(5)-hydroxylase; Short=Ornithine hydroxylase; AltName: Full=L-ornithine N(5)-oxygenase; AltName: Full=Pyoverdin biosynthesis protein A [Pseudomonas aeruginosa PAO1]	73.589	443	0	687	GO:0002049	P:pyoverdine biosynthetic process	IDA:PseudoCAP
pvdQ	sp|Q3KD51.1|	Q3KD51	RecName: Full=Acyl-homoserine lactone acylase PvdQ; Short=AHL acylase PvdQ; Short=Acyl-HSL acylase PvdQ; Contains: RecName: Full=Acyl-homoserine lactone acylase PvdQ subunit alpha; Short=Acyl-HSL acylase PvdQ subunit alpha; Contains: RecName: Full=Acyl-homoserine lactone acylase PvdQ subunit beta; Short=Acyl-HSL acylase PvdQ subunit beta; Flags: Precursor [Pseudomonas fluorescens Pf0-1]	69.959	739	0	1071	GO:0042597	C:periplasmic space	IEA:UniProtKB-SubCell
pvdQ	sp|Q3KD51.1|	Q3KD51	RecName: Full=Acyl-homoserine lactone acylase PvdQ; Short=AHL acylase PvdQ; Short=Acyl-HSL acylase PvdQ; Contains: RecName: Full=Acyl-homoserine lactone acylase PvdQ subunit alpha; Short=Acyl-HSL acylase PvdQ subunit alpha; Contains: RecName: Full=Acyl-homoserine lactone acylase PvdQ subunit beta; Short=Acyl-HSL acylase PvdQ subunit beta; Flags: Precursor [Pseudomonas fluorescens Pf0-1]	69.959	739	0	1071	GO:0016811	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides	IEA:InterPro
pvdQ	sp|Q3KD51.1|	Q3KD51	RecName: Full=Acyl-homoserine lactone acylase PvdQ; Short=AHL acylase PvdQ; Short=Acyl-HSL acylase PvdQ; Contains: RecName: Full=Acyl-homoserine lactone acylase PvdQ subunit alpha; Short=Acyl-HSL acylase PvdQ subunit alpha; Contains: RecName: Full=Acyl-homoserine lactone acylase PvdQ subunit beta; Short=Acyl-HSL acylase PvdQ subunit beta; Flags: Precursor [Pseudomonas fluorescens Pf0-1]	69.959	739	0	1071	GO:0017000	P:antibiotic biosynthetic process	IEA:InterPro
pvdQ	sp|Q3KD51.1|	Q3KD51	RecName: Full=Acyl-homoserine lactone acylase PvdQ; Short=AHL acylase PvdQ; Short=Acyl-HSL acylase PvdQ; Contains: RecName: Full=Acyl-homoserine lactone acylase PvdQ subunit alpha; Short=Acyl-HSL acylase PvdQ subunit alpha; Contains: RecName: Full=Acyl-homoserine lactone acylase PvdQ subunit beta; Short=Acyl-HSL acylase PvdQ subunit beta; Flags: Precursor [Pseudomonas fluorescens Pf0-1]	69.959	739	0	1071	GO:0009372	P:quorum sensing	IEA:UniProtKB-KW
pxpA	sp|Q88IS9.1|	Q88IS9	RecName: Full=5-oxoprolinase subunit A 1; Short=5-OPase subunit A 1; AltName: Full=5-oxoprolinase (ATP-hydrolyzing) subunit A 1 [Pseudomonas putida KT2440]	86.905	252	2.5099999999999997e-162	452	GO:0017168	F:5-oxoprolinase (ATP-hydrolyzing) activity	IEA:UniProtKB-UniRule
pxpA	sp|Q88IS9.1|	Q88IS9	RecName: Full=5-oxoprolinase subunit A 1; Short=5-OPase subunit A 1; AltName: Full=5-oxoprolinase (ATP-hydrolyzing) subunit A 1 [Pseudomonas putida KT2440]	86.905	252	2.5099999999999997e-162	452	GO:0005524	F:ATP binding	IEA:UniProtKB-UniRule
pxpA	sp|Q88IS9.1|	Q88IS9	RecName: Full=5-oxoprolinase subunit A 1; Short=5-OPase subunit A 1; AltName: Full=5-oxoprolinase (ATP-hydrolyzing) subunit A 1 [Pseudomonas putida KT2440]	86.905	252	2.5099999999999997e-162	452	GO:0005975	P:carbohydrate metabolic process	IEA:InterPro
pxpA3	sp|Q3KGF8.1|	Q3KGF8	RecName: Full=5-oxoprolinase subunit A; Short=5-OPase subunit A; AltName: Full=5-oxoprolinase (ATP-hydrolyzing) subunit A [Pseudomonas fluorescens Pf0-1]	86.531	245	1.6299999999999997e-157	440	GO:0017168	F:5-oxoprolinase (ATP-hydrolyzing) activity	IEA:UniProtKB-UniRule
pxpA3	sp|Q3KGF8.1|	Q3KGF8	RecName: Full=5-oxoprolinase subunit A; Short=5-OPase subunit A; AltName: Full=5-oxoprolinase (ATP-hydrolyzing) subunit A [Pseudomonas fluorescens Pf0-1]	86.531	245	1.6299999999999997e-157	440	GO:0005524	F:ATP binding	IEA:UniProtKB-UniRule
pxpA3	sp|Q3KGF8.1|	Q3KGF8	RecName: Full=5-oxoprolinase subunit A; Short=5-OPase subunit A; AltName: Full=5-oxoprolinase (ATP-hydrolyzing) subunit A [Pseudomonas fluorescens Pf0-1]	86.531	245	1.6299999999999997e-157	440	GO:0005975	P:carbohydrate metabolic process	IEA:InterPro
pxpB	sp|P60495.1|	P60495	RecName: Full=5-oxoprolinase subunit B; Short=5-OPase subunit B; AltName: Full=5-oxoprolinase (ATP-hydrolyzing) subunit B; AltName: Full=Antikinase KipI; AltName: Full=Kinase A inhibitor; AltName: Full=Sporulation inhibitor KipI [Bacillus subtilis subsp. subtilis str. 168]	31.718	227	6.300000000000001e-36	130	GO:0017168	F:5-oxoprolinase (ATP-hydrolyzing) activity	IEA:UniProtKB-EC
pxpB	sp|P60495.1|	P60495	RecName: Full=5-oxoprolinase subunit B; Short=5-OPase subunit B; AltName: Full=5-oxoprolinase (ATP-hydrolyzing) subunit B; AltName: Full=Antikinase KipI; AltName: Full=Kinase A inhibitor; AltName: Full=Sporulation inhibitor KipI [Bacillus subtilis subsp. subtilis str. 168]	31.718	227	6.300000000000001e-36	130	GO:0005524	F:ATP binding	IEA:UniProtKB-KW
pxpB	sp|P60495.1|	P60495	RecName: Full=5-oxoprolinase subunit B; Short=5-OPase subunit B; AltName: Full=5-oxoprolinase (ATP-hydrolyzing) subunit B; AltName: Full=Antikinase KipI; AltName: Full=Kinase A inhibitor; AltName: Full=Sporulation inhibitor KipI [Bacillus subtilis subsp. subtilis str. 168]	31.718	227	6.300000000000001e-36	130	GO:0004860	F:protein kinase inhibitor activity	IEA:UniProtKB-KW
