qseqid	sseqid	stitle	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	uniprot_acc	uniprot_full
osmW	sp|Q8ZPK3.1|	RecName: Full=Osmoprotectant import permease protein OsmW [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	64.141	198	71	0	52	645	17	214	2.5099999999999998e-52	171	Q8ZPK3	Q8ZPK3.1
osmW_2	sp|Q8ZPK3.1|	RecName: Full=Osmoprotectant import permease protein OsmW [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	56.542	214	93	0	1	642	1	214	4.509999999999999e-56	180	Q8ZPK3	Q8ZPK3.1
osmX	sp|Q9HXC4.1|	RecName: Full=Glycine-betaine-binding protein; Flags: Precursor [Pseudomonas aeruginosa PAO1]	57.627	295	116	4	13	882	7	297	3.889999999999999e-119	347	Q9HXC4	Q9HXC4.1
osmX_2	sp|Q9HXC4.1|	RecName: Full=Glycine-betaine-binding protein; Flags: Precursor [Pseudomonas aeruginosa PAO1]	45.552	281	149	1	58	888	20	300	7.03e-85	260	Q9HXC4	Q9HXC4.1
osmY_1	sp|P0AFH8.1|	RecName: Full=Osmotically-inducible protein Y; Flags: Precursor [Escherichia coli K-12]	35.948	153	87	4	61	504	26	172	4.63e-9	57.4	P0AFH8	P0AFH8.1
osmY_2	sp|Q8ZPK1.1|	RecName: Full=Osmoprotectant import permease protein OsmY [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	65.363	179	62	0	76	612	27	205	1.4699999999999998e-52	172	Q8ZPK1	Q8ZPK1.1
osmY_3	sp|P45301.1|	RecName: Full=Outer membrane lipoprotein DolP; Flags: Precursor [Haemophilus influenzae Rd KW20]	37.436	195	118	2	1	579	1	193	1.22e-36	129	P45301	P45301.1
outO	sp|P22610.3|	RecName: Full=Prepilin leader peptidase/N-methyltransferase; AltName: Full=Protein PilD; AltName: Full=Protein secretion protein XCPA; Includes: RecName: Full=Leader peptidase; AltName: Full=Prepilin peptidase; Includes: RecName: Full=N-methyltransferase [Pseudomonas aeruginosa PAO1]	66.426	277	93	0	34	864	14	290	2.37e-111	326	P22610	P22610.3
outO_2	sp|Q9ZEL6.1|	RecName: Full=Prepilin leader peptidase/N-methyltransferase; Includes: RecName: Full=Leader peptidase; AltName: Full=Prepilin peptidase; Includes: RecName: Full=N-methyltransferase [Stutzerimonas stutzeri]	45.378	238	88	3	103	690	36	273	1.37e-38	138	Q9ZEL6	Q9ZEL6.1
oxyR_1	sp|P0ACQ4.1|	RecName: Full=DNA-binding transcriptional dual regulator OxyR; AltName: Full=Hydrogen peroxide-inducible genes activator; AltName: Full=Morphology and auto-aggregation control protein [Escherichia coli K-12]	40.339	295	171	3	1	885	1	290	8.239999999999999e-69	219	P0ACQ4	P0ACQ4.1
oxyR_3	sp|Q9HWH8.1|	RecName: Full=HTH-type transcriptional regulator NmoR [Pseudomonas aeruginosa PAO1]	35.294	136	87	1	1	408	1	135	1.04e-15	79	Q9HWH8	Q9HWH8.1
paaF_1	sp|Q4WF54.1|	RecName: Full=Mevalonyl-coenzyme A hydratase sidH; AltName: Full=Siderophore biosynthesis protein H [Aspergillus fumigatus Af293]	35.081	248	148	3	46	768	20	261	5.04e-33	124	Q4WF54	Q4WF54.1
paaF_2	sp|O75521.4|	RecName: Full=Enoyl-CoA delta isomerase 2; AltName: Full=DRS-1; AltName: Full=Delta(3),delta(2)-enoyl-CoA isomerase; Short=D3,D2-enoyl-CoA isomerase; AltName: Full=Diazepam-binding inhibitor-related protein 1; Short=DBI-related protein 1; AltName: Full=Dodecenoyl-CoA isomerase; AltName: Full=Hepatocellular carcinoma-associated antigen 88; AltName: Full=Peroxisomal 3,2-trans-enoyl-CoA isomerase; Short=pECI; AltName: Full=Renal carcinoma antigen NY-REN-1; Flags: Precursor [Homo sapiens]	33.463	257	156	4	7	747	140	391	4.67e-24	102	O75521	O75521.4
pabB	sp|P12680.1|	RecName: Full=Aminodeoxychorismate synthase component 1; Short=ADC synthase; Short=ADCS; AltName: Full=4-amino-4-deoxychorismate synthase component 1 [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	48.571	455	213	7	13	1338	8	454	1.39e-127	380	P12680	P12680.1
pabC	sp|Q56693.1|	RecName: Full=Aminodeoxychorismate lyase; AltName: Full=4-amino-4-deoxychorismate lyase; Short=ADC lyase; Short=ADCL [Vibrio harveyi]	41.264	269	145	6	10	789	3	267	1.34e-49	167	Q56693	Q56693.1
pagL	sp|Q9HVD1.1|	RecName: Full=Lipid A deacylase PagL; AltName: Full=LPS 3-O-deacylase PagL; AltName: Full=Outer membrane enzyme PagL; AltName: Full=PhoP/PhoQ-activated gene product L; Flags: Precursor [Pseudomonas aeruginosa PAO1]	64.331	157	55	1	49	516	17	173	7.04e-62	191	Q9HVD1	Q9HVD1.1
paiA_1	sp|P16966.1|	RecName: Full=Acetyltransferase; AltName: Full=Tabtoxin resistance protein [Pseudomonas amygdali pv. tabaci]	30.526	95	61	2	178	462	64	153	7.8e-6	47.4	P16966	P16966.1
paiB	sp|Q4WVZ0.1|	RecName: Full=Uncharacterized protein AFUA_5G13800 [Aspergillus fumigatus Af293]	37.288	236	103	7	1	573	1	236	2.9499999999999997e-32	120	Q4WVZ0	Q4WVZ0.1
pal_1	sp|P37665.2|	RecName: Full=Probable lipoprotein YiaD; Flags: Precursor [Escherichia coli K-12]	40.952	105	62	0	469	783	113	217	4.07e-21	92	P37665	P37665.2
pal_2	sp|P0A138.1|	RecName: Full=Peptidoglycan-associated lipoprotein; Short=PAL; Flags: Precursor [Pseudomonas putida KT2440]	95.783	166	7	0	1	498	1	166	1.0999999999999997e-106	304	P0A138	P0A138.1
pal_3	sp|Q9I4L6.1|	RecName: Full=Outer-membrane lipoprotein YfiB; AltName: Full=Outer-membrane bound Pal-like protein; Flags: Precursor [Pseudomonas aeruginosa PAO1]	52.5	160	75	1	13	489	9	168	1.2499999999999997e-55	175	Q9I4L6	Q9I4L6.1
pal_4	sp|Q05146.1|	RecName: Full=Outer membrane protein A; Flags: Precursor [Bordetella avium]	33.065	124	80	2	1276	1647	70	190	2.58e-10	63.5	Q05146	Q05146.1
panB	sp|Q9ZEP8.1|	RecName: Full=3-methyl-2-oxobutanoate hydroxymethyltransferase; AltName: Full=Ketopantoate hydroxymethyltransferase; Short=KPHMT [Pseudomonas [fluorescens] SBW25]	94.361	266	15	0	1	798	1	266	0	514	Q9ZEP8	Q9ZEP8.1
panC	sp|Q9ZEP7.2|	RecName: Full=Pantothenate synthetase; Short=PS; AltName: Full=Pantoate--beta-alanine ligase; AltName: Full=Pantoate-activating enzyme [Pseudomonas [fluorescens] SBW25]	95.035	282	14	0	1	846	1	282	0	555	Q9ZEP7	Q9ZEP7.2
panE_1	sp|Q8YX96.1|	RecName: Full=2-dehydropantoate 2-reductase; AltName: Full=Ketopantoate reductase; Short=KPR [Nostoc sp. PCC 7120 = FACHB-418]	38.095	294	178	3	82	963	22	311	6.31e-53	179	Q8YX96	Q8YX96.1
panE_2	sp|Q9HW09.1|	RecName: Full=2-dehydropantoate 2-reductase; AltName: Full=Ketopantoate reductase; Short=KPR [Pseudomonas aeruginosa PAO1]	66.89	299	99	0	10	906	2	300	3.4199999999999995e-125	362	Q9HW09	Q9HW09.1
panS	sp|O34524.1|	RecName: Full=Uncharacterized sodium-dependent transporter YocS [Bacillus subtilis subsp. subtilis str. 168]	55.949	311	137	0	1	933	1	311	1.69e-95	288	O34524	O34524.1
paoA	sp|P77165.1|	RecName: Full=Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA; Flags: Precursor [Escherichia coli K-12]	57.895	171	57	2	22	489	53	223	4.0299999999999994e-54	174	P77165	P77165.1
paoB	sp|P77324.1|	RecName: Full=Aldehyde oxidoreductase FAD-binding subunit PaoB [Escherichia coli K-12]	50.613	326	145	6	1	966	1	314	7.709999999999999e-93	282	P77324	P77324.1
paoC	sp|P77489.1|	RecName: Full=Aldehyde oxidoreductase molybdenum-binding subunit PaoC [Escherichia coli K-12]	37.382	741	420	13	1	2181	15	725	6.87e-113	360	P77489	P77489.1
papC	sp|P77196.3|	PUTATIVE PSEUDOGENE: RecName: Full=Putative outer membrane usher protein YfcU; Flags: Precursor [Escherichia coli K-12]	49.112	845	388	9	34	2505	32	855	0	823	P77196	P77196.3
papH	sp|P42185.1|	RecName: Full=PRS fimbrial minor pilin protein; Flags: Precursor [Escherichia coli]	34.132	167	105	1	16	516	33	194	4.39e-23	93.6	P42185	P42185.1
parA	sp|P0A149.1|	RecName: Full=Uncharacterized protein PP_0002 [Pseudomonas putida KT2440]	92.308	260	20	0	1	780	1	260	2.9499999999999996e-177	491	P0A149	P0A149.1
parB	sp|P0A151.1|	RecName: Full=Probable chromosome-partitioning protein ParB [Pseudomonas putida KT2440]	85.862	290	41	0	1	870	1	290	1.2599999999999997e-168	471	P0A151	P0A151.1
parC	sp|Q9HUK1.1|	RecName: Full=DNA topoisomerase 4 subunit A; AltName: Full=Topoisomerase IV subunit A [Pseudomonas aeruginosa PAO1]	85.392	753	108	1	1	2259	1	751	0	1275	Q9HUK1	Q9HUK1.1
parE	sp|Q9HUJ8.1|	RecName: Full=DNA topoisomerase 4 subunit B; AltName: Full=Topoisomerase IV subunit B [Pseudomonas aeruginosa PAO1]	89.474	627	66	0	19	1899	2	628	0	1165	Q9HUJ8	Q9HUJ8.1
pat	sp|Q9KCA8.1|	RecName: Full=Histidinol-phosphate aminotransferase; AltName: Full=Imidazole acetol-phosphate transaminase [Halalkalibacterium halodurans C-125]	30.503	318	213	5	109	1044	32	347	1.56e-34	133	Q9KCA8	Q9KCA8.1
patA_1	sp|Q88ND2.1|	RecName: Full=Probable alginate O-acetylase AlgI; AltName: Full=Alginate biosynthesis protein AlgI [Pseudomonas putida KT2440]	42.914	501	244	12	1	1425	1	485	4.2599999999999997e-113	345	Q88ND2	Q88ND2.1
patA~~~patA_2	sp|O25526.1|	RecName: Full=Peptidoglycan O-acetyltransferase; Short=PG acetyltransferase [Helicobacter pylori 26695]	45.507	523	246	8	1	1479	14	527	2.2399999999999995e-148	437	O25526	O25526.1
patB	sp|Q08432.1|	RecName: Full=Cystathionine beta-lyase PatB; Short=CBL; AltName: Full=Beta-cystathionase PatB; AltName: Full=Cysteine lyase PatB; AltName: Full=Cysteine-S-conjugate beta-lyase PatB [Bacillus subtilis subsp. subtilis str. 168]	36.951	387	232	5	7	1134	1	386	2.43e-72	233	Q08432	Q08432.1
pat_1	sp|Q9HT95.1|	RecName: Full=Acetyltransferase PA5475; AltName: Full=GCN5-related N-acetyltransferase; Short=GNAT [Pseudomonas aeruginosa PAO1]	53.005	183	85	1	16	564	5	186	2.08e-56	179	Q9HT95	Q9HT95.1
pbpC	sp|P76577.1|	RecName: Full=Penicillin-binding protein 1C; Short=PBP-1c; Short=PBP1c; Includes: RecName: Full=Penicillin-insensitive transglycosylase; AltName: Full=Peptidoglycan TGase; Includes: RecName: Full=Transpeptidase-like module [Escherichia coli K-12]	33.333	756	457	17	94	2292	37	768	2.2899999999999998e-82	281	P76577	P76577.1
pbpG	sp|P0AFI5.2|	RecName: Full=D-alanyl-D-alanine endopeptidase; Short=DD-endopeptidase; AltName: Full=Penicillin-binding protein 7; Short=PBP-7; Flags: Precursor [Escherichia coli K-12]	66.409	259	87	0	94	870	34	292	3.3899999999999998e-121	353	P0AFI5	P0AFI5.2
pbuE	sp|O34367.1|	RecName: Full=Uncharacterized MFS-type transporter YtbD [Bacillus subtilis subsp. subtilis str. 168]	35.87	276	175	1	13	840	12	285	1.93e-41	153	O34367	O34367.1
pbuE_2	sp|Q0GQS6.1|	RecName: Full=Purine efflux pump PbuE [Bacillus amyloliquefaciens]	33.053	357	203	14	133	1143	19	359	4.7099999999999995e-25	108	Q0GQS6	Q0GQS6.1
pcaB	sp|P32427.3|	RecName: Full=3-carboxy-cis,cis-muconate cycloisomerase; AltName: Full=3-carboxymuconate lactonizing enzyme; Short=CMLE [Pseudomonas putida]	77.197	421	96	0	16	1278	2	422	0	608	P32427	P32427.3
pcaF	sp|Q51956.1|	RecName: Full=Beta-ketoadipyl-CoA thiolase; AltName: Full=3-oxoadipyl-CoA thiolase [Pseudomonas putida]	89.5	400	42	0	1	1200	1	400	0	695	Q51956	Q51956.1
pcaG	sp|P20371.3|	RecName: Full=Protocatechuate 3,4-dioxygenase alpha chain; AltName: Full=3,4-PCD [Acinetobacter baylyi ADP1]	44.776	201	94	7	7	561	9	208	3.34e-38	133	P20371	P20371.3
pcaH	sp|P15110.1|	RecName: Full=Protocatechuate 3,4-dioxygenase beta chain; AltName: Full=3,4-PCD [Burkholderia cepacia]	61.435	223	83	2	40	702	14	235	1.08e-92	275	P15110	P15110.1
pcaK_1	sp|Q43975.3|	RecName: Full=4-hydroxybenzoate transporter PcaK; Short=4-HB transporter [Acinetobacter baylyi ADP1]	37.317	410	247	4	16	1218	13	421	3.1100000000000003e-59	204	Q43975	Q43975.3
pcaK_2	sp|Q51955.1|	RecName: Full=4-hydroxybenzoate transporter PcaK [Pseudomonas putida]	90.09	444	44	0	91	1422	5	448	0	706	Q51955	Q51955.1
pcaR	sp|Q52154.1|	RecName: Full=Pca regulon regulatory protein [Pseudomonas putida]	86.486	259	35	0	64	840	33	291	5.0599999999999994e-157	441	Q52154	Q52154.1
pchB	sp|Q51507.2|	RecName: Full=Isochorismate pyruvate lyase; Short=IPL; AltName: Full=Chorismate mutase; Short=CM; AltName: Full=Salicylate biosynthesis protein [Pseudomonas aeruginosa PAO1]	30.233	86	60	0	10	267	6	91	4.08e-9	52.8	Q51507	Q51507.2
pckA	sp|C3K4J5.1|	RecName: Full=Phosphoenolpyruvate carboxykinase (ATP); Short=PCK; Short=PEP carboxykinase; Short=PEPCK [Pseudomonas [fluorescens] SBW25]	98.441	513	8	0	1	1539	1	513	0	993	C3K4J5	C3K4J5.1
pcm	sp|C3K706.1|	RecName: Full=Protein-L-isoaspartate O-methyltransferase; AltName: Full=L-isoaspartyl protein carboxyl methyltransferase; AltName: Full=Protein L-isoaspartyl methyltransferase; AltName: Full=Protein-beta-aspartate methyltransferase; Short=PIMT [Pseudomonas [fluorescens] SBW25]	99.052	211	2	0	43	675	1	211	1.9e-150	419	C3K706	C3K706.1
pcnB	sp|P0ABF1.2|	RecName: Full=Poly(A) polymerase I; Short=PAP I; AltName: Full=Plasmid copy number protein; Flags: Precursor [Escherichia coli K-12]	47.7	413	210	4	73	1299	31	441	5.9299999999999995e-118	356	P0ABF1	P0ABF1.2
pcoC	sp|Q47454.1|	RecName: Full=Copper resistance protein C; Flags: Precursor [Escherichia coli]	41.837	98	42	2	97	357	32	125	2.06e-17	75.5	Q47454	Q47454.1
pcp	sp|P42673.1|	RecName: Full=Pyrrolidone-carboxylate peptidase; AltName: Full=5-oxoprolyl-peptidase; AltName: Full=Pyroglutamyl-peptidase I; Short=PGP-I; Short=Pyrase [Pseudomonas fluorescens]	79.343	213	44	0	1	639	1	213	4.1999999999999987e-119	340	P42673	P42673.1
pcpR_1	sp|P10183.2|	RecName: Full=HTH-type transcriptional activator NahR [Pseudomonas putida]	31.365	271	184	2	61	867	20	290	1.2300000000000001e-33	127	P10183	P10183.2
pcpR_3	sp|Q9EXL7.1|	RecName: Full=HTH-type transcriptional activator NagR [Ralstonia sp.]	33.775	302	194	3	1	894	1	300	2.4300000000000003e-58	192	Q9EXL7	Q9EXL7.1
pcpR_4	sp|Q9EXL7.1|	RecName: Full=HTH-type transcriptional activator NagR [Ralstonia sp.]	32.624	282	176	5	52	873	22	297	1.86e-35	132	Q9EXL7	Q9EXL7.1
pcs	sp|Q9HXE9.1|	RecName: Full=Phosphatidylcholine synthase; Short=PC synthase; Short=PCS; AltName: Full=CDP-diglyceride-choline O-phosphatidyltransferase [Pseudomonas aeruginosa PAO1]	65.385	234	81	0	4	705	5	238	2.42e-90	269	Q9HXE9	Q9HXE9.1
pctA_1	sp|Q88N45.1|	RecName: Full=Methyl-accepting chemotaxis protein McpG [Pseudomonas putida KT2440]	74.444	630	155	2	1	1890	1	624	0	775	Q88N45	Q88N45.1
pctA_2	sp|G3XD24.1|	RecName: Full=Methyl-accepting chemotaxis protein PctA [Pseudomonas aeruginosa PAO1]	30.414	628	386	15	196	2034	1	592	2.43e-59	214	G3XD24	G3XD24.1
pdeB	sp|P77473.2|	RecName: Full=Probable cyclic di-GMP phosphodiesterase PdeB [Escherichia coli K-12]	36.441	236	145	3	55	756	278	510	9.37e-44	158	P77473	P77473.2
pdeG	sp|P75995.2|	RecName: Full=Probable cyclic di-GMP phosphodiesterase PdeG [Escherichia coli K-12]	33.129	489	318	5	79	1536	16	498	7.16e-78	256	P75995	P75995.2
pdeR	sp|Q9HX69.1|	RecName: Full=Cyclic di-GMP phosphodiesterase RocR; Short=c-di-GMP PDE; AltName: Full=Response regulator RocR [Pseudomonas aeruginosa PAO1]	47.115	104	55	0	13	324	277	380	8.489999999999999e-23	94.7	Q9HX69	Q9HX69.1
pdhR	sp|P0ACL9.1|	RecName: Full=Pyruvate dehydrogenase complex repressor [Escherichia coli K-12]	49.569	232	111	3	1	693	1	227	1.87e-66	209	P0ACL9	P0ACL9.1
pdxA	sp|Q88QT5.1|	RecName: Full=4-hydroxythreonine-4-phosphate dehydrogenase; AltName: Full=4-(phosphohydroxy)-L-threonine dehydrogenase [Pseudomonas putida KT2440]	90.244	328	32	0	1	984	1	328	0	557	Q88QT5	Q88QT5.1
pdxB	sp|C3K5G7.1|	RecName: Full=Erythronate-4-phosphate dehydrogenase [Pseudomonas [fluorescens] SBW25]	92.895	380	27	0	1	1140	1	380	0	700	C3K5G7	C3K5G7.1
pdxH	sp|C3K863.1|	RecName: Full=Pyridoxine/pyridoxamine 5'-phosphate oxidase; AltName: Full=PNP/PMP oxidase; Short=PNPOx; AltName: Full=Pyridoxal 5'-phosphate synthase [Pseudomonas [fluorescens] SBW25]	96.279	215	8	0	1	645	1	215	2.02e-154	429	C3K863	C3K863.1
pdxJ	sp|C3K6Z0.1|	RecName: Full=Pyridoxine 5'-phosphate synthase; Short=PNP synthase [Pseudomonas [fluorescens] SBW25]	98.312	237	4	0	1	711	1	237	1.5199999999999997e-159	445	C3K6Z0	C3K6Z0.1
pdxY	sp|C3K4G7.1|	RecName: Full=Pyridoxal kinase PdxY; Short=PL kinase [Pseudomonas [fluorescens] SBW25]	97.241	290	8	0	1	870	1	290	0	548	C3K4G7	C3K4G7.1
peb1A_2	sp|Q0P9X8.1|	RecName: Full=Major cell-binding factor; AltName: Full=CBF1; AltName: Full=PEB1; Flags: Precursor [Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819]	30.579	121	80	2	145	498	51	170	2.94e-7	53.9	Q0P9X8	Q0P9X8.1
pepA	sp|C3K6G5.1|	RecName: Full=Probable cytosol aminopeptidase; AltName: Full=Leucine aminopeptidase; Short=LAP; AltName: Full=Leucyl aminopeptidase [Pseudomonas [fluorescens] SBW25]	95.161	496	24	0	1	1488	1	496	0	928	C3K6G5	C3K6G5.1
pepN	sp|Q8H0S9.1|	RecName: Full=Puromycin-sensitive aminopeptidase; Short=PSA; AltName: Full=Cytosol alanyl aminopeptidase; Short=AAP-S; AltName: Full=Meiotic prophase aminopeptidase 1 [Arabidopsis thaliana]	51.802	888	415	6	10	2655	2	882	0	929	Q8H0S9	Q8H0S9.1
pepP	sp|P15034.2|	RecName: Full=Xaa-Pro aminopeptidase; AltName: Full=Aminoacylproline aminopeptidase; AltName: Full=Aminopeptidase P II; Short=APP-II; AltName: Full=X-Pro aminopeptidase [Escherichia coli K-12]	46.939	441	231	3	1	1320	1	439	1.74e-135	399	P15034	P15034.2
perB	sp|Q7DBF7.1|	RecName: Full=GDP-perosamine N-acetyltransferase [Escherichia coli O157:H7]	45.161	186	100	2	37	591	30	214	9.52e-41	140	Q7DBF7	Q7DBF7.1
petA	sp|O31214.2|	RecName: Full=Ubiquinol-cytochrome c reductase iron-sulfur subunit; AltName: Full=Rieske iron-sulfur protein; Short=RISP [Allochromatium vinosum DSM 180]	57.653	196	83	0	1	588	11	206	2.8999999999999993e-55	177	O31214	O31214.2
petB	sp|O31215.2|	RecName: Full=Cytochrome b [Allochromatium vinosum DSM 180]	64.373	407	136	3	13	1209	9	414	1.2399999999999999e-168	481	O31215	O31215.2
petC	sp|O31216.1|	RecName: Full=Cytochrome c1; Flags: Precursor [Allochromatium vinosum DSM 180]	42.966	263	127	3	1	777	1	244	1.58e-54	179	O31216	O31216.1
petE	sp|Q9K0K9.1|	RecName: Full=Iron-regulated protein FrpA [Neisseria meningitidis MC58]	42.056	107	55	3	8620	8925	932	1036	1.25e-8	65.1	Q9K0K9	Q9K0K9.1
pfeS	sp|Q04804.2|	RecName: Full=Sensor protein PfeS [Pseudomonas aeruginosa PAO1]	50.562	445	216	3	31	1359	3	445	5.729999999999999e-143	419	Q04804	Q04804.2
pfkB	sp|P42720.1|	RecName: Full=Fructokinase [Rhizobium leguminosarum bv. trifolii]	35.959	292	174	4	1	876	1	279	1.4e-52	178	P42720	P42720.1
pfyP_1	sp|P58724.1|	RecName: Full=Blue-light photoreceptor; AltName: Full=Phototropin homolog [Listeria monocytogenes EGD-e]	44.037	109	60	1	40	366	17	124	7.400000000000001e-29	109	P58724	P58724.1
pfyP_2	sp|P58724.1|	RecName: Full=Blue-light photoreceptor; AltName: Full=Phototropin homolog [Listeria monocytogenes EGD-e]	36.641	131	82	1	40	432	17	146	9.640000000000001e-29	108	P58724	P58724.1
pgaA	sp|P69434.1|	RecName: Full=Poly-beta-1,6-N-acetyl-D-glucosamine export protein; Short=PGA export protein; Short=Poly-beta-1,6-GlcNAc export protein; Flags: Precursor [Escherichia coli K-12]	39.223	798	451	9	106	2478	37	807	4.52e-167	507	P69434	P69434.1
pgaB	sp|P75906.1|	RecName: Full=Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase; Short=PGA N-deacetylase; Short=Poly-beta-1,6-GlcNAc N-deacetylase; Flags: Precursor [Escherichia coli K-12]	51.204	623	303	1	130	1995	47	669	0	654	P75906	P75906.1
pgaC	sp|P75905.1|	RecName: Full=Poly-beta-1,6-N-acetyl-D-glucosamine synthase; Short=PGA synthase; Short=Poly-beta-1,6-GlcNAc synthase; AltName: Full=Biofilm PGA synthesis protein PgaC; AltName: Full=N-acetylglucosaminyltransferase PgaC [Escherichia coli K-12]	64.029	417	149	1	67	1317	23	438	0	575	P75905	P75905.1
pgdA	sp|B5ZA76.1|	RecName: Full=Peptidoglycan deacetylase; Short=PG deacetylase; AltName: Full=Acetylxylan esterase [Helicobacter pylori G27]	76.976	291	67	0	1	873	1	291	1.05e-172	482	B5ZA76	B5ZA76.1
pgi	sp|C3K249.1|	RecName: Full=Glucose-6-phosphate isomerase; Short=GPI; AltName: Full=Phosphoglucose isomerase; Short=PGI; AltName: Full=Phosphohexose isomerase; Short=PHI [Pseudomonas [fluorescens] SBW25]	96.931	554	17	0	1	1662	1	554	0	1096	C3K249	C3K249.1
pgk	sp|C3K3F1.1|	RecName: Full=Phosphoglycerate kinase [Pseudomonas [fluorescens] SBW25]	98.45	387	6	0	1	1161	1	387	0	684	C3K3F1	C3K3F1.1
pglC	sp|Q0P9D0.1|	RecName: Full=Undecaprenyl phosphate N,N'-diacetylbacillosamine 1-phosphate transferase; AltName: Full=Protein glycosylation C [Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819]	43.506	154	84	2	94	555	36	186	1.8999999999999998e-35	125	Q0P9D0	Q0P9D0.1
pglF	sp|P39853.1|	RecName: Full=Capsular polysaccharide biosynthesis protein CapD [Staphylococcus aureus]	41.988	493	232	11	358	1806	109	557	1.11e-114	359	P39853	P39853.1
pgl_1	sp|Q9EV79.1|	RecName: Full=6-phosphogluconolactonase; Short=6PGL [Pseudomonas putida]	62.869	237	88	0	1	711	6	242	5.1899999999999995e-90	268	Q9EV79	Q9EV79.1
pgl_2	sp|T2KMF9.1|	RecName: Full=6-phosphogluconolactonase; AltName: Full=P9_lactonase; AltName: Full=Polysaccharide utilization locus H protein P9; Short=PUL H protein P9 [Formosa agariphila KMM 3901]	33.973	365	221	10	88	1167	1	350	6.09e-59	198	T2KMF9	T2KMF9.1
pgm	sp|P38569.1|	RecName: Full=Phosphoglucomutase; Short=PGM; AltName: Full=Glucose phosphomutase [Komagataeibacter xylinus]	63.687	537	195	0	4	1614	3	539	0	621	P38569	P38569.1
pgrR_1	sp|P37641.2|	RecName: Full=Uncharacterized HTH-type transcriptional regulator YhjC [Escherichia coli K-12]	45.638	298	162	0	1	894	1	298	1.64e-94	284	P37641	P37641.2
pgrR_2	sp|A0A0H2ZDG9.2|	RecName: Full=HTH-type transcriptional repressor PA14_22550 [Pseudomonas aeruginosa UCBPP-PA14]	39.456	294	178	0	1	882	1	294	4.63e-67	215	A0A0H2ZDG9	A0A0H2ZDG9.2
pgrR_3	sp|P52689.1|	RecName: Full=Probable HTH-type transcriptional regulator LtrA [Klebsiella pneumoniae]	33.219	292	176	6	61	912	17	297	2.35e-34	130	P52689	P52689.1
pgrR_4	sp|P43011.1|	RecName: Full=Uncharacterized HTH-type transcriptional regulator HI_1364; AltName: Full=ORF2 [Haemophilus influenzae Rd KW20]	32.509	283	184	4	13	858	2	278	1.26e-45	159	P43011	P43011.1
pgrR_5	sp|P75836.1|	RecName: Full=Uncharacterized HTH-type transcriptional regulator YcaN [Escherichia coli K-12]	34.915	295	189	1	16	900	2	293	4.1900000000000005e-64	207	P75836	P75836.1
pgrR_7	sp|P75836.1|	RecName: Full=Uncharacterized HTH-type transcriptional regulator YcaN [Escherichia coli K-12]	41.176	289	166	2	13	876	4	289	6.21e-75	234	P75836	P75836.1
pgrR_8	sp|Q01610.2|	RecName: Full=Putative transcriptional regulator [Pseudomonas aeruginosa PAO1]	55.593	295	131	0	1	885	1	295	2.2199999999999995e-101	302	Q01610	Q01610.2
pgrR_9	sp|P43011.1|	RecName: Full=Uncharacterized HTH-type transcriptional regulator HI_1364; AltName: Full=ORF2 [Haemophilus influenzae Rd KW20]	34.397	282	182	2	7	849	2	281	3.36e-52	176	P43011	P43011.1
pgsA	sp|P45419.1|	RecName: Full=CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase; AltName: Full=Phosphatidylglycerophosphate synthase; Short=PGP synthase [Pseudomonas fluorescens]	84.492	187	28	1	1	558	1	187	1.31e-74	225	P45419	P45419.1
phaA	sp|Q9I2A8.1|	RecName: Full=Acetyl-CoA acetyltransferase; AltName: Full=Acetoacetyl-CoA thiolase [Pseudomonas aeruginosa PAO1]	88.01	392	47	0	1	1176	1	392	0	630	Q9I2A8	Q9I2A8.1
phaC_1	sp|P26496.1|	RecName: Full=Poly(3-hydroxyalkanoate) polymerase 2; Short=PHA polymerase 2; AltName: Full=ORF3; AltName: Full=PHA synthase 2; AltName: Full=Polyhydroxyalkanoic acid synthase 2 [Ectopseudomonas oleovorans]	73.571	560	148	0	1	1680	1	560	0	857	P26496	P26496.1
phaC_2	sp|P26494.1|	RecName: Full=Poly(3-hydroxyalkanoate) polymerase 1; Short=PHA polymerase 1; AltName: Full=ORF1; AltName: Full=Polyhydroxyalkanoic acid synthase 1; Short=PHA synthase 1 [Ectopseudomonas oleovorans]	84.794	559	85	0	1	1677	1	559	0	974	P26494	P26494.1
phaJ	sp|C5AZ74.1|	RecName: Full=3-hydroxybutyryl-CoA dehydratase; AltName: Full=R-specific crotonase [Methylorubrum extorquens AM1]	42.647	136	76	2	25	429	10	144	3.58e-34	120	C5AZ74	C5AZ74.1
